品类,类型,名称,性味,神农本草经文,功效与主治
,果实种子类,橘络,,,通络，理气，化痰，治经络气滞，久咳胸痛，痰中带血，伤酒口渴。
,果实种子类,丝瓜络,,,通经活络，清热化痰。治胸胁疼痛，腹痛，腰痛，睾丸肿痛，肺热痰咳，妇女经闭，乳汁不通，痈肿，痔漏。
,果实种子类,望江南,,,清肝明目，健胃，通便，解毒。治目赤肿痛，头晕头胀，消化不良，胃痛，腹痛，痢疾，便秘。
,果实种子类,大茴香,,,温阳，散寒，理气。治中寒呕逆，寒疝腹痛，肾虚腰痛，干、湿脚气。（阴虚火旺者慎服）
,果实种子类,小茴香,,,温肾散寒，和胃理气。治寒疝，少腹冷痛，肾虚腰痛，胃痛，呕吐，干、湿脚气。
,果实种子类,大豆卷,,,清解表邪，分利湿热。治湿温初起，湿热不化，汗少，胸痞，水肿胀满，小便不利，湿痹，筋挛，骨节烦疼。
,果实种子类,山楂核,,,治食积，疝气。
,果实种子类,橘核,,,理气，止痛。治疝气，睾丸肿痛，乳痈，腰痛，膀胱气痛。（惟实证为宜，虚者禁用。以其味苦，大伤胃中冲和之气也）
,果实种子类,荔枝核,,,温中，理气，止痛。治胃脘痛，疝气痛，妇女血气刺痛。
,果实种子类,路路通,,, 祛风通络，利水除湿。治肢体痹痛，手足拘挛，胃痛，水肿，胀满，经闭，乳少，痈疽，痔漏，疥癣，湿疹。（孕妇忌服）
,果实种子类,胖大海,,,清热，润肺，利咽，解毒。治干咳无痰，喉痛，音哑，骨蒸内热，吐衄下血，目赤，牙痛，痔疮漏管。
,果实种子类,乌梅,,,收敛生津，安蛔驱虫。治久咳，虚热烦渴，久疟，久泻，痢疾，便血，尿血，血崩，蛔厥腹痛、呕吐，钩虫病，牛皮癣，胬肉。（有实邪者忌服）
,果实种子类,锦灯笼,,,清热解毒，利咽，化痰，利尿。用于咽痛音哑、痰热咳嗽、小便不利；外治天疱疮，湿疹。本品为治疗咽痛常用药。用于咽喉肿痛、肺热咳嗽。
,果实种子类,小胡麻,,,月经不调，痛经，闭经，产后瘀滞腹痛，肝热头痛，头晕，目赤肿痛，目生翳障。
,果实种子类,大胡麻,,,治麻风，皮肤痒疹，脱发，大便干燥。（胃弱、大便滑泄及孕妇忌服）
,果实种子类,黑芝麻,,,补肝肾，益精血，润肠燥。用于头晕眼花、耳鸣耳聋、须发早白、病后脱发、肠燥便秘。
,果实种子类,淡豆豉,,,解表，除烦，宣郁，解毒。治伤寒热病，寒热，头痛，烦躁，胸闷。
,果实种子类,胡椒,,,温中，下气，消痰，解毒。治寒痰食积，脘腹冷痛，反胃，呕吐清水，泄泻，冷痢。并解食物毒。（阴虚有火者忌服）
,果实种子类,花椒,,,温中散寒，除湿，止痛，杀虫，解鱼腥毒。治积食停饮，心腹冷痛，呕吐，噫呃，咳嗽气逆，风寒湿痹，泄泻，痢疾，疝痛，齿痛，蛔虫病，蛲虫病，阴痒，疮疥。
,果实种子类,椒目,,,治水肿胀满，痰饮喘逆。（阴虚火旺者忌服）
,果实种子类,瓜蒌,,, 清热涤痰，宽胸散结，润肠。用于肺热咳嗽，痰浊黄稠，胸痹心痛，乳痈、肺痈、肠痈肿痛。
,果实种子类,甜瓜蒂,,,吐风痰宿食，泻水湿停饮。治痰涎宿食，壅塞上脘，胸中痞梗，风痰癫痫，湿热黄疸，四肢浮肿，鼻塞，喉痹。（体虚、失血及上部无实邪者忌服）
,果实种子类,柿蒂,,,降逆气。止呃忒、呕哕。
,果实种子类,香橼,,,理气，舒郁，消痰，利膈。治胃痛胀满，痰饮咳嗽气塑，呕哕少食。（阴虚血燥及孕妇气虚者慎服）
,果实种子类,槟榔,,,杀虫，破积，下气，行水。治虫积、食滞，脘腹胀痛，泻痢后重，疟疾，水肿，脚气，痰癖，癥结。（气虚下陷慎服）
,果实种子类,蒺藜,,,平肝解郁，活血祛风，明目，止痒。用于头痛眩晕，胸胁胀痛，乳闭乳痈，目赤翳障，风疹瘙痒。
,果实种子类,喜树,,,抗癌，散结，破血化瘀用于多种肿瘤，如胃癌、肠癌、绒毛膜上皮癌、淋巴肉瘤等。
,果实种子类,罂粟壳,,,敛肺止咳，涩肠，定痛。治久咳，久泻，久痢，脱肛，便血，心腹筋骨诸痛，滑精，多尿，白带。
,果实种子类,千金子,,,逐水消肿，破癥杀虫。治水肿胀满，痰饮，宿滞，癥瘕积聚；妇女经闭；疥癣疮毒，蛇咬，疣赘。具抗肿瘤作用。用于水肿、痰饮积滞胀满、二便不通、血瘀闭经。
,果实种子类,天仙子,,, 定痫，止痛。治癫狂，风痫，风痹厥痛，神经痛，喘咳，胃痛，久痢，久泻，脱肛，牙痛，痈肿，恶疮。（有大毒，内服宜慎）
,花类,槐米,,,凉血止血，清肝泻火。用于便血、痔血、血痢、崩漏、吐血、衄血、肝热目赤、头痛眩晕。花（槐花）凉血止血；果实（槐角）清热泻火。
,花类,金银花,,,清热，解毒。治温病发热，热毒血痢，痈疡，肿毒，瘰疬，痔漏。（脾胃虚寒及气虚疮疡脓清者忌服）
,花类,红花,,,活血通经，去瘀止痛。治经闭，癥瘕，难产，死胎，产后恶露不行、瘀血作痛，痈肿，跌扑损伤。（孕妇忌服）
,花类,西红花,,,活血化瘀，散郁开结。治忧思郁结，胸膈痞闷，吐血，伤寒发狂，惊怖恍惚，妇女经闭，产后瘀血腹痛，跌扑肿痛。（孕妇忌服）
,花类,菊花,,,疏风，清热，明目，解毒。治头痛，眩晕，目赤，心胸烦热，疔疮，肿毒。
,花类,野菊花,,,疏风清热，消肿解毒。治风热感冒，肺炎、白喉，胃肠炎
,花类,旋覆花,,,降气，消痰，行水，止呕。用于风寒咳嗽、普饮蓄结、胸膈痞满、呕吐噫气。
,花类,芫花,,,逐水，涤痰。治痰饮癖积，喘咳，水肿，胁痛，心腹癥结胀满，食物中毒，疟母，痈肿。（体质虚弱及孕妇禁服）
,花类,密蒙花,,,祛风，凉血，润肝，明目。治目赤肿痛，多泪羞明，青盲翳障，风弦烂眼。 
,花类,葛花,,,解酒醒脾。治伤酒发热烦渴，不思饮食，呕逆吐酸，吐血，肠风下血。
,花类,玫瑰花,,,理气解郁，和血散瘀。治肝胃气痛，新久风痹，吐血咯血，月经不调，赤白带下，痢疾，乳痈，肿毒。
,花类,厚朴花,,,理气，化湿。治胸隔胀闷。（阴虚液燥者忌用）
,花类,扁豆花,,,健脾和胃，消暑化湿。治痢疾，泄泻，赤白带下。
,花类,鸡冠花,,,凉血，止血。治痔漏下血，赤白下痢，吐血，咳血，血淋，妇女崩中，赤白带下。
,花类,月季花,,,活血调经，消肿解毒。治月经不调，经来腹痛，跌打损伤，血瘀肿痛，痈疽肿毒。
,花类,荷花,,,活血止血，去湿消风。治跌损呕血，天泡湿疮。
,花类,合欢花,,,舒郁，理气，安神，活络。治郁结胸闷，失眠，健忘，风火眼疾，视物不清，咽痛，痈肿，跌打损伤疼痛。
,花类,代代花,,,疏肝，和胃，理气。治胸中痞闷，脘腹胀痛，呕吐、少食。
,花类,佛手花,,,平肝胃气痛。
,花类,槐花,,,清热，凉血，止血。治肠风便血，痔血，尿血，血淋，崩漏，衄血，赤白痢下，风热目赤，痈疽疮毒。并用于预防中风。（脾胃虚寒者慎服）
,花类,凌霄花,,,凉血去瘀。治血滞经闭，癥瘕，血热风痒，酒齄鼻。（气血虚弱及孕妇忌服）
,花类,马蔺花,,,清热，解毒，止血，利尿。治喉痹，吐血，衄血，小便不通，淋病，疝气，痈疽。（多服令人溏泄）
,花类,凤仙花,,,祛风，活血，消肿，止痛。治风湿偏废，腰胁疼痛，妇女经闭腹痛，产后瘀血未尽，跌打损伤，痈疽，疔疮，鹅掌风，灰指甲。
,花类,玉果花,,,芳香健胃剂，驱风剂。
,花类,芙蓉花,,,清热，凉血，消肿，解毒，治痈肿，疔疮，烫伤，肺热咳嗽，吐血，崩漏，白带。
,花类,辛夷花,,,祛风，通窍。治头痛，鼻渊，鼻塞不通，齿痛。（阴虚火旺者忌服）
,花类,公丁香,,,温中，暖肾，降逆。治呃逆，呕吐，反胃，泻痢，心腹冷痛，痃癖，疝气，癣疾。（热病及阴虚内热者忌服）
,花类,母丁香,,,温中，散寒。治暴心气痛，胃寒呕逆，风冷齿痛，牙宣，口臭，妇人阴冷，小儿疝气。（热证及阴虚内热者忌服）
,花类,莲须,,,清心，益肾，涩精，止血。治梦遗滑泄，吐、衄、崩、带，泻痢。（忌地黄、葱、蒜，小便不利勿服）
,花类,玉米须,,,利尿，泄热，平肝，利胆。治肾炎水肿，脚气，黄疸肝炎，高血压，胆囊炎，胆结石，糖尿病，吐血衄血，鼻渊，乳痈。
,花类,松花粉,,,祛风益气，收湿，止血。治头旋眩晕，中虚胃疼，久痢，诸疮湿烂，创伤出血。（多食发上焦热病）
,花类,雪莲,,,除寒，壮阳，调经，止血。治阳萎，腰膝软弱，妇女崩带，月经不调，风湿性关节炎，外伤出血。（孕妇忌服。过量可致大汗淋漓）
,花类,三七花,,,清热，平肝，降压。治高血压，头昏，目眩，耳鸣，急性咽喉炎。
,花类,闹羊花,,,驱风，除湿，定痛。治风湿顽痹，伤折疼痛，皮肤顽癣。并用作手术麻醉。
,花类,洋金花,,,定喘，祛风，麻醉止痛。治哮喘，惊痫，风湿痹痛，脚气，疮疡疼痛。并作外科手术麻醉剂。（内服宜慎。体弱者禁用）
,花类,金银花,,,清热，解毒。治温病发热，热毒血痢，痈疡，肿毒，瘰疬，痔漏。（脾胃虚寒及气虚疮疡脓清者忌服）
,花类,红花,,,活血通经，去瘀止痛。治经闭，癥瘕，难产，死胎，产后恶露不行、瘀血作痛，痈肿，跌扑损伤。（孕妇忌服）
,花类,西红花,,,活血化瘀，散郁开结。治忧思郁结，胸膈痞闷，吐血，伤寒发狂，惊怖恍惚，妇女经闭，产后瘀血腹痛，跌扑肿痛。（孕妇忌服）
,花类,菊花,,,疏风，清热，明目，解毒。治头痛，眩晕，目赤，心胸烦热，疔疮，肿毒。
,花类,野菊花,,,疏风清热，消肿解毒。治风热感冒，肺炎、白喉，胃肠炎
,花类,旋覆花,,,降气，消痰，行水，止呕。用于风寒咳嗽、普饮蓄结、胸膈痞满、呕吐噫气。
,花类,芫花,,,逐水，涤痰。治痰饮癖积，喘咳，水肿，胁痛，心腹癥结胀满，食物中毒，疟母，痈肿。（体质虚弱及孕妇禁服）
,花类,密蒙花,,,祛风，凉血，润肝，明目。治目赤肿痛，多泪羞明，青盲翳障，风弦烂眼。 
,花类,葛花,,,解酒醒脾。治伤酒发热烦渴，不思饮食，呕逆吐酸，吐血，肠风下血。
,花类,玫瑰花,,,理气解郁，和血散瘀。治肝胃气痛，新久风痹，吐血咯血，月经不调，赤白带下，痢疾，乳痈，肿毒。
,花类,厚朴花,,,理气，化湿。治胸隔胀闷。（阴虚液燥者忌用）
,花类,扁豆花,,,健脾和胃，消暑化湿。治痢疾，泄泻，赤白带下。
,花类,鸡冠花,,,凉血，止血。治痔漏下血，赤白下痢，吐血，咳血，血淋，妇女崩中，赤白带下。
,花类,月季花,,,活血调经，消肿解毒。治月经不调，经来腹痛，跌打损伤，血瘀肿痛，痈疽肿毒。
,花类,荷花,,,活血止血，去湿消风。治跌损呕血，天泡湿疮。
,花类,合欢花,,,舒郁，理气，安神，活络。治郁结胸闷，失眠，健忘，风火眼疾，视物不清，咽痛，痈肿，跌打损伤疼痛。
,花类,代代花,,,疏肝，和胃，理气。治胸中痞闷，脘腹胀痛，呕吐、少食。
,花类,佛手花,,,平肝胃气痛。
,花类,槐花,,,清热，凉血，止血。治肠风便血，痔血，尿血，血淋，崩漏，衄血，赤白痢下，风热目赤，痈疽疮毒。并用于预防中风。（脾胃虚寒者慎服）
,花类,凌霄花,,,凉血去瘀。治血滞经闭，癥瘕，血热风痒，酒齄鼻。（气血虚弱及孕妇忌服）
,花类,马蔺花,,,清热，解毒，止血，利尿。治喉痹，吐血，衄血，小便不通，淋病，疝气，痈疽。（多服令人溏泄）
,花类,凤仙花,,,祛风，活血，消肿，止痛。治风湿偏废，腰胁疼痛，妇女经闭腹痛，产后瘀血未尽，跌打损伤，痈疽，疔疮，鹅掌风，灰指甲。
,花类,玉果花,,,芳香健胃剂，驱风剂。
,花类,芙蓉花,,,清热，凉血，消肿，解毒，治痈肿，疔疮，烫伤，肺热咳嗽，吐血，崩漏，白带。
,花类,辛夷花,,,祛风，通窍。治头痛，鼻渊，鼻塞不通，齿痛。（阴虚火旺者忌服）
,花类,公丁香,,,温中，暖肾，降逆。治呃逆，呕吐，反胃，泻痢，心腹冷痛，痃癖，疝气，癣疾。（热病及阴虚内热者忌服）
,花类,母丁香,,,温中，散寒。治暴心气痛，胃寒呕逆，风冷齿痛，牙宣，口臭，妇人阴冷，小儿疝气。（热证及阴虚内热者忌服）
,花类,莲须,,,清心，益肾，涩精，止血。治梦遗滑泄，吐、衄、崩、带，泻痢。（忌地黄、葱、蒜，小便不利勿服）
,花类,玉米须,,,利尿，泄热，平肝，利胆。治肾炎水肿，脚气，黄疸肝炎，高血压，胆囊炎，胆结石，糖尿病，吐血衄血，鼻渊，乳痈。
,花类,松花粉,,,祛风益气，收湿，止血。治头旋眩晕，中虚胃疼，久痢，诸疮湿烂，创伤出血。（多食发上焦热病）
,花类,雪莲,,,除寒，壮阳，调经，止血。治阳萎，腰膝软弱，妇女崩带，月经不调，风湿性关节炎，外伤出血。（孕妇忌服。过量可致大汗淋漓）
,花类,三七花,,,清热，平肝，降压。治高血压，头昏，目眩，耳鸣，急性咽喉炎。
,花类,闹羊花,,,驱风，除湿，定痛。治风湿顽痹，伤折疼痛，皮肤顽癣。并用作手术麻醉。
,花类,洋金花,,,定喘，祛风，麻醉止痛。治哮喘，惊痫，风湿痹痛，脚气，疮疡疼痛。并作外科手术麻醉剂。（内服宜慎。体弱者禁用）
,藤木类,苏木,,,行血，破瘀，消肿，止痛。治妇人血气心腹痛，经闭，产后瘀血胀痛喘急，痢疾，破伤风，痈肿，扑损瘀滞作痛。（血虚无瘀者不宜，孕妇忌服）
,藤木类,樟木,,,祛风湿，行气血，利关节。治心腹胀痛，脚气，痛风，疥癣，跌打损伤。（孕妇忌服）
,藤木类,千年健,,,祛风湿，壮筋骨，止痛，消肿。治风湿痹痛，肢节酸痛，筋骨痿软，胃痛，痈疽疮肿。用于风湿痹痛、腰膝冷痛、下肢拘挛麻木。本品能祛风湿，强盘骨。以本品与钻地风、虎骨、牛膝、枸杞子等浸酒服。（忌莱菔，阴虚内热者慎用）
,藤木类,槲寄生,,,祛风湿，补肝肾，强筋骨，安胎。用于风湿痹痛、腰膝酸软、胎动不安。
,藤木类,松节,,,祛风、燥湿，舒筋，通络。治历节风痛，转筋挛急，脚气痿软，鹤膝风，跌损瘀血。（阴虚血燥者慎服）
,藤木类,鬼箭羽,,,破血，通经，杀虫。治经闭，癥瘕，产后瘀滞腹痛，虫积腹痛。（妊娠不可服）
,藤木类,桂枝,,,发汗解肌，温经通脉。治风寒表证，肩背肢节酸疼，胸痹痰饮，经闭癥瘕。（温热病及阴虚阳盛之证、血证、孕妇忌服）
,藤木类,桑枝,,,祛风湿，利关节，行水气。治风寒湿痹，四肢拘挛，脚气浮肿，肌体风痒。
,藤木类,接骨木,,,祛风，利湿，活血，止痛。治风湿筋骨疼痛，腰痛，水肿，风痒，瘾疹，产后血晕，跌打肿痛，骨折，创伤出血。（孕妇忌服）
,藤木类,皂角刺,,,搜风，拔毒，消肿，排脓。治痈肿，疮毒，疠风，癣疮，胎衣不下。（凡痈疽已溃不宜服，孕妇亦忌之）
,藤木类,降香,,,行气活血，止痛，止血。用于脘腹疼痛、肝郁胁痛、胸痹刺痛、跌扑损伤、外伤出血。
,藤木类,檀香,,,理气，和胃。治心腹疼痛，噎膈呕吐，胸膈不舒。（如阴虚火盛，有动血致嗽者，勿用之）
,藤木类,沉香,,,降气温中，暖肾纳气。治气逆喘息，呕吐呃逆，脘腹胀痛，腰膝虚冷，大肠虚秘，小便气淋，男子精冷。（阴亏火旺，气虚下陷者慎服）
,藤木类,川木通,,,清热利水，活血通乳。治湿热癃闭，水肿，琳病，妇女乳难，月经闭止。（小便过多。遗尿、精滑气弱者及孕妇忌用）
,藤木类,金荞麦,,,清热解毒。清肺排痰，排脓消肿，祛风化湿。用于肺脓疡、咽喉肿痛、痢疾、无名肿毒、跌打损伤、风湿关节痛。
,藤木类,钩藤,,,清热平肝，熄风定惊。治小儿惊痫瘈疭，大人血压偏高，头晕、目眩，妇人子痫。
,藤木类,鸡血藤,,,活血、舒筋。治腰膝酸痛，麻木瘫痪，月经不调。
,藤木类,红藤,,,败毒消痈，活血通络，祛风杀虫。治急、慢性阑尾炎，风湿痹痛，赤痢，血淋，月经不调，疳积，虫痛，跌扑损伤。清热解毒，活血，祛风。用于肠痈腹痛、经闭痛经、风湿痹痛、跌打扑痛。（孕妇不宜多服）
,藤木类,雷公藤,,,杀虫，消炎，解毒。（本品有大毒。内服宜慎）
,树脂类,苏合香,,,通窍，辟秽，开郁，豁痰。治卒然昏倒，痰壅气厥，惊痫，温疟，心腹猝痛，疥癣，冻疮。（阴虚多火人禁用）
,树脂类,乳香,,,调气活血，定痛，追毒。治气血凝滞、心腹疼痛，痈疮肿毒，跌打损伤，痛经，产后瘀血刺痛。（孕妇忌服）
,树脂类,安息香,,,开窍，辟秽，行气血。治卒中暴厥，心腹疼痛，产后血晕，小儿惊痫，风痹腰痛。（阴虚火旺者慎服）
,树脂类,白胶香,,,活血，凉血，解毒，止痛。治痈疽，疮疥，瘾疹，瘰疬，金疮，齿痛，吐血，衄血。（内服多不宜）
,树脂类,龙涎香,,,行气活血，散结止痛，利水通淋。治咳喘气逆，气结癥积，心腹疼痛，淋病。
,树脂类,松香,,,祛风，燥湿，排脓，拔毒，生肌，止痛。治痈疽，疔毒，痔瘘，恶疮。疥癣，白秃，金疮，扭伤，风湿痹痛，疠风瘙痒。（不可单服，塞实肠胃）
,树脂类,儿茶,,, 清热，化痰，止血，消食，生肌，定痛。治痰热咳嗽，消渴，吐血，衄血，尿血，血痢，血崩，小儿消化不良，牙疳，口疮，喉痹，湿疮。
,树脂类,紫草茸,,,清热，凉血，解毒。治麻疹、斑疹不易透发，产后血晕，带下，疮疥肿毒。（孕妇忌服）
,树脂类,芦荟,,,清热，通便，杀虫。治热结便秘，妇女经闭，小儿惊痫，疳热虫积，癣疮，痔瘘，萎缩性鼻炎，瘰疬。（孕妇忌服）
,树脂类,天竺黄,,,清热豁痰，凉心定惊。治热病神昏谵妄，中风痰迷不语，小儿惊风抽搐，癫痫。
,树脂类,血竭,,,散瘀定痛，止血生肌。治跌打折损，内伤瘀痛；外伤出血不止，瘰疬，臁疮溃久不合。
,树脂类,阿魏,,, 消积，杀虫。治癥瘕痞块，虫积，肉积，心腹冷痛，疟疾，痢疾。（脾胃虚弱及孕妇忌服）
,树脂类,没药,,,散血去瘀，消肿定痛。治跌损，金疮，筋骨，心腹诸痛，癥瘕，经闭，痈疽肿痛，痔漏，目障。（孕妇忌服）
,树脂类,藤黄,,,消肿，化毒，止血，杀虫。治痈疽肿毒，顽癣恶疮，损伤出血，牙疳蛀齿，汤火伤。（体质虚弱者忌服，多量易引起头昏、呕吐、腹痛、泄泻，甚或致死）
,金石类,伏龙肝,,,温中燥湿，止呕止血。治呕吐反胃，腹痛泄泻，吐血、衄血、便血、尿血，妇女妊娠恶阻，崩漏带下，痈肿溃疡。（阴虚失血及热证呕吐反胃忌服）
,金石类,樟丹,,,解毒，生肌，坠痰镇惊。治痈疽，溃疡，金疮出血，口疮，目翳，汤火灼伤，惊痫癫狂，疟疾，痢疾，吐逆反胃。（虚寒吐逆忌服）
,金石类,密陀僧,,,消肿杀虫，收敛防腐，坠痰镇惊。治痔疮，肿毒，溃疡，湿疹，狐臭，创伤，久痢，惊痫。（体虚者忌服）
,金石类,龙齿,,,镇惊安神，除烦热。治惊痫癫狂，烦热不安，失眠多梦。（得人参、牛黄良。畏石膏）
,金石类,硼砂,,,清热消痰，解毒防腐。治咽喉肿痛，口舌生疮，目赤翳障，骨哽，噎膈，咳嗽痰稠。（内服宜慎）
,金石类,炉甘石,,,去翳退赤，收温敛疮。治目赤翳障，烂弦风眼，溃疡不敛，皮肤湿疮。
,金石类,磁石,,,潜阳纳气，镇惊安神。治头目眩晕，耳鸣耳聋，虚喘，惊痫，怔忡。
,金石类,云母石,,,纳气坠痰，止血敛疮。治虚喘，眩晕，惊悸，癫痫，寒疟，久痢，金创出血，痈疽疮毒。
,金石类,玄精石,,,滋阴，降火，软坚，消痰。治阳盛阴虚，壮热烦渴，头风脑痛，目赤障翳，重舌，木舌，咽喉生疮。（脾胃虚寒者忌服）
,金石类,金精石,,,镇惊安神，明目去翳。治目疾翳障，心悸怔忡和夜不安眠。
,金石类,青礞石,,,坠痰，消食，下气，平肝。治顽痰癖积，宿食癥瘕，癫狂惊痫，咳嗽喘急，痰涎上壅。（脾胃虚弱及孕妇忌服）
,金石类,金礞石,,,坠痰下气，平肝镇惊。用于顽痰胶结，咳逆喘急，癫痫发狂，烦躁胸闷，惊风抽搐。
,金石类,蛇含石,,,安神镇惊，止血定痛。治心悸惊痫，肠风血痢，心痛，骨节酸痛。
,金石类,阴起石,,,温补命门。用于肾阳虚的阳痿，宫冷，腰膝冷痹等。（阴虚火旺者禁服，不宜久服）
,金石类,钟乳石,,,温肺气，壮元阳，下乳汁。治虚劳喘咳，寒嗽，阳痿，腰脚冷痹，乳汁不通。（阴虚火旺肺热咳嗽者忌服）
,金石类,花蕊石,,,化瘀，止血。治吐血、衄血、便血、崩漏，产妇血晕，死胎、胞衣不下，金疮出血。（凡无瘀滞及孕妇忌服）
,金石类,代赭石,,,平肝镇逆，凉血止血。治噫气呕逆，噎膈反胃，哮喘，惊痫，吐血，鼻衄，肠风，痔瘘，崩漏带下。（孕妇慎服）
,金石类,海浮石,,,清肺火，化老痰，软坚，通淋。治痰热喘嗽，老痰积块，瘿瘤，瘰疬，淋病，疝气，疮肿，目翳。（虚寒咳嗽忌服）
,金石类,寒水石,,,清热降火，利窍，消肿。治时行热病，积热烦渴，吐泻，水肿，尿闭，齿衄，丹毒，烫伤。（脾胃虚寒者忌服）
,金石类,无名异,,,去瘀止痛，消肿生肌。治跌打损伤，金疮，痈肿。
,金石类,黑矾,,,燥湿化痰，消积杀虫，止血补血，解毒敛疮。治黄肿胀满，疳积久痢，肠风便血，血虚萎黄，湿疮疥癣，喉痹口疮，烂弦风眼。（多服能引起呕吐腹痛，胃弱者慎服）
,金石类,白矾,,,消痰，燥湿，止泻，止血，解毒，杀虫。治癫痫，喉痹，疚涎壅甚，肝炎，黄疸，黄肿，胃、十二指肠溃疡，子宫脱垂，白带，泻痢，衄血，口舌生疮，疮痔疥癣，水、火、虫伤。（阴虚胃弱，无湿热者忌服）
,金石类,枯矾,,,消痰，燥湿，止泻，止血，解毒，杀虫。治癫痫，喉痹，疚涎壅甚，肝炎，黄疸，黄肿，胃、十二指肠溃疡，子宫脱垂，白带，泻痢，衄血，口舌生疮，疮痔疥癣，水、火、虫伤。
,金石类,胆矾,,,催吐，祛腐，解毒。治风痰壅塞，喉痹，癫痫，牙疳，口疮，烂弦风眼，痔疮，肿毒。（体虚者忌服）
,金石类,硇砂,,,消积软坚，破瘀散结。治癥瘕痃癣，噎膈反胃，痰饮，喉痹，积痢，经闭，目翳，息肉，疣赘，疔疮，瘰疬，痈肿，恶疮。（体虚无实邪积聚及孕妇忌服）
,金石类,朱砂,,,安神，定惊，明日，解毒。治癫狂，惊悸，心烦，失眠
,金石类,琥珀,,,镇惊安神，散瘀止血，利水通淋。治惊风癫痫，惊悸失眠，血淋血尿，小便不通，妇女闭经，产后停瘀腹痛，痈疽疮毒，跌打创伤。（阴虚内热及无瘀滞者忌服）
,金石类,赤石脂,,,涩肠，止血，收湿，生肌。治久泻，久痢，便血，脱肛，遗精，崩漏，带下，溃疡不敛。（有湿热积滞者忌服。孕妇慎服）
,金石类,白石脂,,,涩肠，止血。治久泻，久痢，崩漏带下，遗精。（有湿热积滞者忌服）
,金石类,大青盐,,,凉血，明目。治尿血，吐血，齿舌出血，目赤痛，风眼烂弦，牙痛。（水肿忌服）
,金石类,铅粉,,,消积，杀虫，解毒，生肌。治疳积，下痢，虫积腹痛，癥瘕，疟疾，疥癣，痈疽，溃疡，口疮，丹毒，烫伤。（内服宜慎，脏腑虚寒者及孕妇忌服）
,金石类,自然铜,,,散瘀止痛，接骨续筋。治跌打损伤，筋断骨折，血瘀疼痛，积聚，瘿瘤，疮疡，烫伤。（阴虚火旺，血虚无瘀者忌服）
,金石类,玛瑙,,,主辟恶，熨目赤烂。
,金石类,火硝,,,破坚散积，利尿泻下，解毒消肿。治痧胀，心腹疼痛，吐泻。黄疸，淋病，便秘，目亦，喉痹，疔毒，痈肿。（体弱及孕妇均忌服）
,金石类,硫黄,,, 壮阳，杀虫。治阳痿，虚寒泻痢，大便冷秘；外用治疥癣，湿疹，癞疮。（阴虚火旺及孕妇忌服）
,金石类,石燕,,,除湿热，利小便，退目翳。治淋病，小便不通，带下，尿血，肠风痔漏，眼目障翳。（体虚、无湿热及孕妇忌服）
,金石类,石蟹,,,清肝明目，消肿解毒。治目赤，翳膜遮睛，喉痹，痈肿，漆疮。（妊娠不可服）
,金石类,红信石,,,外用蚀疮去腐，内服劫痰平喘。（大毒之品，用之宜慎。体虚者及孕妇忌用，外用亦不可过量或久用，以免中毒）
,金石类,白信石,,,祛痰止哮，截疟，蚀腐，杀虫。（大毒之品，用之宜慎。体虚者及孕妇忌用，外用亦不可过量或久用，以免中毒）
,竹沥,清热滑痰，镇惊利窍。治中风痰迷，肺热痰壅，惊风，癫痫，壮热烦渴，子烦，破伤风。（寒嗽及脾虚便溏者忌服）,,,
,加工类,冰片,,, 通诸窍，散郁火，去翳明目，消肿止痛。治中风口噤，热病神昏，惊痫痰迷，气闭耳聋，喉痹，口疮，中耳炎，痈肿，痔疮，目亦翳膜，蛲虫病。（气血虚者忌服，孕妇慎服）
,加工类,人中白,,,清热，降火，消瘀。治劳热，肺痿，衄血，吐血，喉痹，牙疳，口舌生疮。
,加工类,人中黄,,,清热，凉血，解毒。治伤寒热病，大热烦渴，热毒斑疹，丹毒，疮疡。
,加工类,神曲,,,健脾和胃，消食调中。治饮食停滞，胸痞腹胀，呕吐泻痢，产后瘀血腹痛，小儿腹大坚积。（脾阴虚，胃火盛者不宜用；能落胎，孕妇宜少食）
,加工类,建曲,,,健脾消食，理气化湿，解表。治伤食胸痞，腹煮吐泻，痢疾，感冒头痛，小儿伤饥失饱。
,加工类,半夏曲,,,化痰止咳，消食积，治泄泻。（内热烦渴者慎服）
,加工类,红曲,,,活血化瘀，健脾消食。治产后恶露不净，瘀滞腹痛，食积饱胀，赤白下痢，跌打损伤。（脾阴不足及无食积瘀滞者慎用）
,加工类,百草霜,,,止血，消积。治吐血，衄血，便血，血崩，带下，泻痢，食积，咽喉口舌诸疮。（阴虚火燥，咳嗽肺损者，勿用）
,加工类,铁落花,,,平肝镇惊。治癫狂，热病谵妄，心悸，易惊善怒，疮疡肿毒。（肝虚及中气虚寒者忌服）
,加工类,薄荷脑,,,芳香药、调味药及驱风药。可用于皮肤或粘膜产生清凉感以减轻不适宜，主疼痛。
,加工类,胆南星,,,清火化痰，镇惊定痼。治中风痰迷，惊风癫痫，痰火喘嗽，头风眩晕。
,加工类,樟脑,,,通窍，杀虫，止痛，辟秽。治心腹胀痛，脚气，疮疡疥癣，牙痛，跌打损伤。（气虚者忌服）
,加工类,芒硝,,, 泻热通便，润燥软坚，清火消肿。用于实热便秘，大便燥结，积滞腹痛，肠痈肿痛；外治乳痈，痔疮肿痛。（孕妇禁用）
